None,metro_area,date,value
52,Chicago,2017-02-28,205000.0
53,Chicago,2017-01-31,207000.0
54,Chicago,2016-12-31,208500.0
55,Chicago,2016-11-30,210000.0
56,Chicago,2016-10-31,210000.0
57,Chicago,2016-09-30,210000.0
58,Chicago,2016-08-31,225000.0
59,Chicago,2016-07-31,230000.0
60,Chicago,2016-06-30,232500.0
61,Chicago,2016-05-31,227000.0
62,Chicago,2016-04-30,222000.0
63,Chicago,2016-03-31,206500.0
64,Chicago,2016-02-29,186000.0
65,Chicago,2016-01-31,190000.0
66,Chicago,2015-12-31,200000.0
67,Chicago,2015-11-30,197000.0
68,Chicago,2015-10-31,204000.0
69,Chicago,2015-09-30,210000.0
70,Chicago,2015-08-31,219000.0
71,Chicago,2015-07-31,225000.0
72,Chicago,2015-06-30,227000.0
73,Chicago,2015-05-31,221000.0
74,Chicago,2015-04-30,210000.0
75,Chicago,2015-03-31,197250.0
76,Chicago,2015-02-28,177500.0
77,Chicago,2015-01-31,183000.0
78,Chicago,2014-12-31,190000.0
79,Chicago,2014-11-30,191194.0
80,Chicago,2014-10-31,193000.0
81,Chicago,2014-09-30,205404.0
82,Chicago,2014-08-31,222303.0
83,Chicago,2014-07-31,221000.0
84,Chicago,2014-06-30,225000.0
85,Chicago,2014-05-31,205000.0
86,Chicago,2014-04-30,195000.0
87,Chicago,2014-03-31,180000.0
88,Chicago,2014-02-28,167000.0
89,Chicago,2014-01-31,175000.0
90,Chicago,2013-12-31,183000.0
91,Chicago,2013-11-30,183500.0
92,Chicago,2013-10-31,190000.0
93,Chicago,2013-09-30,195000.0
94,Chicago,2013-08-31,210000.0
95,Chicago,2013-07-31,215000.0
96,Chicago,2013-06-30,210000.0
97,Chicago,2013-05-31,191000.0
98,Chicago,2013-04-30,180000.0
99,Chicago,2013-03-31,162500.0
100,Chicago,2013-02-28,149800.0
101,Chicago,2013-01-31,155000.0
102,Chicago,2012-12-31,163000.0
103,Chicago,2012-11-30,167000.0
104,Chicago,2012-10-31,164000.0
105,Chicago,2012-09-30,176125.0
106,Chicago,2012-08-31,188000.0
107,Chicago,2012-07-31,195000.0
108,Chicago,2012-06-30,198000.0
109,Chicago,2012-05-31,180000.0
110,Chicago,2012-04-30,175000.0
111,Chicago,2012-03-31,165000.0
112,Chicago,2012-02-29,150000.0
113,Chicago,2012-01-31,151000.0
114,Chicago,2011-12-31,162000.0
115,Chicago,2011-11-30,165000.0
116,Chicago,2011-10-31,170000.0
117,Chicago,2011-09-30,178000.0
118,Chicago,2011-08-31,196000.0
119,Chicago,2011-07-31,200000.0
120,Chicago,2011-06-30,195000.0
121,Chicago,2011-05-31,185000.0
122,Chicago,2011-04-30,185000.0
123,Chicago,2011-03-31,174000.0
124,Chicago,2011-02-28,179500.0
125,Chicago,2011-01-31,182000.0
126,Chicago,2010-12-31,190500.0
127,Chicago,2010-11-30,192000.0
128,Chicago,2010-10-31,198000.0
129,Chicago,2010-09-30,200000.0
130,Chicago,2010-08-31,217000.0
131,Chicago,2010-07-31,210000.0
132,Chicago,2010-06-30,220000.0
133,Chicago,2010-05-31,207500.0
134,Chicago,2010-04-30,200000.0
135,Chicago,2010-03-31,200000.0
136,Chicago,2010-02-28,190000.0
137,Chicago,2010-01-31,196700.0
138,Chicago,2009-12-31,200000.0
139,Chicago,2009-11-30,198000.0
140,Chicago,2009-10-31,200000.0
141,Chicago,2009-09-30,210000.0
142,Chicago,2009-08-31,219000.0
143,Chicago,2009-07-31,220050.0
144,Chicago,2009-06-30,223000.0
145,Chicago,2009-05-31,216000.0
146,Chicago,2009-04-30,215000.0
147,Chicago,2009-03-31,213000.0
148,Chicago,2009-02-28,204900.0
149,Chicago,2009-01-31,213750.0
150,Chicago,2008-12-31,226000.0
151,Chicago,2008-11-30,225000.0
152,Chicago,2008-10-31,234400.0
153,Chicago,2008-09-30,246538.0
154,Chicago,2008-08-31,255000.0
155,Chicago,2008-07-31,257500.0
156,Chicago,2008-06-30,255000.0
157,Chicago,2008-05-31,250000.0
158,Chicago,2008-04-30,249900.0
159,Chicago,2008-03-31,245000.0
160,Chicago,2008-02-29,250000.0
